"id","loyalty_status","purchase_frequency","purchase_amount","product_category"
11312,"Silver","occasional",10075,"Clothing"
11313,"Regular","frequent",6158,"Electronics"
11314,"Regular","rare",3271,"Clothing"
11315,"Regular","occasional",9426,"Electronics"
11316,"Regular","frequent",8571,"Electronics"
11317,"Regular","occasional",13902,"Food"
11318,"Regular","rare",17376,"Clothing"
11319,"Gold","frequent",15798,"Clothing"
11320,"Regular","rare",2371,"Electronics"
11321,"Regular","frequent",16265,"Electronics"
11322,"Regular","rare",2633,"Electronics"
11323,"Silver","rare",2311,"Home"
11324,"Gold","rare",14844,"Beauty"
11325,"Regular","frequent",12921,"Health"
11326,"Gold","rare",3044,"Clothing"
11327,"Regular","rare",2276,"Clothing"
11328,"Regular","occasional",14528,"Clothing"
11329,"Regular","rare",10866,"Clothing"
11330,"Regular","rare",2132,"Beauty"
11331,"Silver","rare",14825,"Electronics"
11332,"Silver","occasional",2227,"Electronics"
11333,"Regular","rare",14764,"Clothing"
11334,"Silver","occasional",2316,"Electronics"
11335,"Gold","occasional",9071,"Clothing"
11336,"Silver","rare",14195,"Beauty"
11337,"Gold","rare",4540,"Clothing"
11338,"Regular","occasional",14934,"Health"
11339,"Silver","rare",4583,"Beauty"
11340,"Regular","frequent",7779,"Clothing"
11341,"Regular","occasional",9395,"Electronics"
11342,"Silver","rare",16744,"Food"
11343,"Silver","occasional",10453,"Electronics"
11344,"Regular","rare",2996,"Beauty"
11345,"Gold","rare",14822,"Books"
11346,"Silver","rare",7279,"Food"
11347,"Regular","frequent",11753,"Electronics"
11348,"Regular","frequent",8348,"Beauty"
11349,"Regular","occasional",6764,"Clothing"
11350,"Regular","occasional",5164,"Electronics"
11351,"Silver","frequent",3926,"Health"
11352,"Regular","rare",7959,"Beauty"
11353,"Silver","rare",5930,"Health"
11354,"Silver","frequent",4568,"Beauty"
11355,"Regular","rare",17237,"Clothing"
11356,"Gold","rare",7707,"Electronics"
11357,"Regular","occasional",12950,"Health"
11358,"Gold","occasional",11008,"Food"
11359,"Regular","rare",2847,"Clothing"
11360,"Regular","occasional",15344,"Clothing"
11361,"Regular","frequent",9945,"Food"
11362,"Regular","occasional",11740,"Electronics"
11363,"Regular","occasional",8386,"Electronics"
11364,"Regular","frequent",12376,"Food"
11365,"Regular","rare",6138,"Health"
11366,"Silver","occasional",3395,"Electronics"
11367,"Regular","rare",7165,"Clothing"
11368,"Regular","rare",6781,"Electronics"
11369,"Regular","occasional",8790,"Clothing"
11370,"Regular","rare",11321,"Health"
11371,"Regular","rare",2448,"Books"
11372,"Silver","rare",17416,"Electronics"
11373,"Regular","rare",13712,"Electronics"
11374,"Silver","rare",12669,"Home"
11375,"Gold","occasional",10520,"Clothing"
11376,"Gold","frequent",7452,"Books"
11377,"Gold","rare",3775,"Health"
11378,"Gold","rare",4034,"Books"
11379,"Regular","frequent",4989,"Beauty"
11380,"Silver","frequent",11194,"Electronics"
11381,"Regular","occasional",16191,"Home"
11382,"Regular","rare",12630,"Electronics"
11383,"Regular","rare",8859,"Food"
11384,"Silver","frequent",13789,"Electronics"
11385,"Regular","frequent",13516,"Electronics"
11386,"Regular","occasional",12170,"Health"
11387,"Silver","rare",11546,"Clothing"
11388,"Gold","rare",2221,"Clothing"
11389,"Silver","rare",7000,"Clothing"
11390,"Regular","frequent",10637,"Home"
11391,"Regular","occasional",8168,"Electronics"
11392,"Regular","frequent",3953,"Clothing"
11393,"Silver","rare",17574,"Clothing"
11394,"Regular","frequent",5394,"Electronics"
11395,"Regular","occasional",5768,"Electronics"
11396,"Regular","occasional",4884,"Health"
11397,"Gold","occasional",14876,"Health"
11398,"Regular","rare",7182,"Clothing"
11399,"Regular","rare",9452,"Home"
11400,"Regular","occasional",3245,"Health"
11401,"Regular","rare",7610,"Electronics"
11402,"Regular","occasional",15071,"Food"
11403,"Silver","rare",10556,"Electronics"
11404,"Regular","occasional",9142,"Clothing"
11405,"Regular","rare",15343,"Clothing"
11406,"Silver","occasional",13396,"Food"
11407,"Gold","rare",14391,"Electronics"
11408,"Regular","rare",2652,"Health"
11409,"Regular","occasional",14500,"Electronics"
11410,"Regular","occasional",2873,"Books"
11411,"Gold","rare",16102,"Clothing"
11412,"Silver","occasional",5559,"Books"
11413,"Regular","occasional",5231,"Food"
11414,"Regular","rare",9960,"Clothing"
11415,"Regular","frequent",14543,"Books"
11416,"Gold","frequent",11827,"Books"
11417,"Silver","frequent",16151,"Health"
11418,"Regular","rare",8215,"Electronics"
11419,"Regular","occasional",2510,"Clothing"
11420,"Silver","frequent",10460,"Electronics"
11421,"Regular","rare",5090,"Clothing"
11422,"Silver","rare",6825,"Electronics"
11423,"Regular","occasional",4863,"Food"
11424,"Regular","rare",15712,"Clothing"
11425,"Gold","occasional",2850,"Clothing"
11426,"Regular","occasional",2341,"Books"
11427,"Regular","occasional",14392,"Food"
11428,"Regular","occasional",7609,"Books"
11429,"Gold","occasional",7183,"Books"
11430,"Regular","occasional",13159,"Clothing"
11431,"Gold","rare",4215,"Food"
11432,"Silver","rare",6920,"Books"
11433,"Regular","rare",2300,"Books"
11434,"Silver","frequent",12942,"Electronics"
11435,"Regular","rare",6319,"Clothing"
11436,"Gold","rare",11469,"Food"
11437,"Regular","rare",1860,"Clothing"
11438,"Regular","occasional",16154,"Electronics"
11439,"Regular","rare",14774,"Food"
11440,"Regular","occasional",16539,"Books"
11441,"Regular","occasional",3367,"Home"
11442,"Gold","rare",5469,"Beauty"
11443,"Regular","occasional",3084,"Clothing"
11444,"Regular","occasional",14825,"Books"
11445,"Regular","frequent",8870,"Clothing"
11446,"Silver","rare",12361,"Electronics"
11447,"Regular","occasional",2237,"Electronics"
11448,"Regular","rare",7553,"Books"
11449,"Silver","rare",2548,"Electronics"
11450,"Regular","frequent",9359,"Books"
11451,"Silver","frequent",10176,"Food"
11452,"Regular","rare",9577,"Clothing"
11453,"Regular","rare",15612,"Books"
11454,"Silver","rare",9691,"Books"
11455,"Regular","occasional",13162,"Food"
11456,"Regular","occasional",2397,"Home"
11457,"Regular","rare",11369,"Clothing"
11458,"Regular","rare",15246,"Food"
11459,"Regular","rare",12648,"Electronics"
11460,"Silver","frequent",12470,"Electronics"
11461,"Regular","rare",11301,"Food"
11462,"Regular","rare",13783,"Books"
11463,"Regular","rare",5504,"Electronics"
11464,"Regular","occasional",4978,"Food"
11465,"Gold","occasional",11783,"Clothing"
11466,"Regular","occasional",15363,"Clothing"
11467,"Silver","frequent",6146,"Clothing"
11468,"Regular","rare",4114,"Health"
11469,"Regular","frequent",11109,"Books"
11470,"Silver","frequent",8250,"Electronics"
11471,"Regular","frequent",1537,"Clothing"
11472,"Regular","occasional",5418,"Clothing"
11473,"Regular","frequent",12975,"Food"
11474,"Regular","rare",1663,"Food"
11475,"Regular","rare",11807,"Food"
11476,"Silver","rare",15542,"Books"
11477,"Regular","rare",12232,"Electronics"
11478,"Regular","frequent",13154,"Clothing"
11479,"Gold","rare",13498,"Clothing"
11480,"Regular","occasional",13795,"Clothing"
11481,"Silver","occasional",20215,"Books"
11482,"Regular","frequent",10420,"Electronics"
11483,"Silver","frequent",9649,"Home"
11484,"Regular","occasional",13319,"Electronics"
11485,"Regular","rare",9002,"Health"
11486,"Regular","occasional",8180,"Books"
11487,"Regular","rare",8285,"Books"
11488,"Silver","occasional",10656,"Electronics"
11489,"Regular","rare",9810,"Health"
11490,"Regular","occasional",9924,"Health"
11491,"Silver","occasional",12862,"Health"
11492,"Regular","rare",1546,"Clothing"
11493,"Gold","rare",15374,"Books"
11494,"Regular","occasional",11591,"Clothing"
11495,"Regular","rare",14369,"Electronics"
11496,"Regular","rare",5767,"Books"
11497,"Regular","occasional",11148,"Electronics"
11498,"Regular","occasional",8913,"Electronics"
11499,"Regular","occasional",16093,"Health"
11500,"Regular","occasional",3325,"Food"
11501,"Gold","occasional",7372,"Food"
11502,"Regular","rare",13054,"Electronics"
11503,"Silver","frequent",5298,"Electronics"
11504,"Silver","frequent",8077,"Clothing"
11505,"Regular","rare",17829,"Beauty"
11506,"Regular","rare",15360,"Books"
11507,"Regular","rare",19751,"Clothing"
11508,"Silver","occasional",7718,"Books"
11509,"Silver","occasional",7616,"Food"
11510,"Regular","occasional",3432,"Electronics"
11511,"Regular","frequent",13038,"Books"
11512,"Silver","rare",11406,"Food"
11513,"Regular","rare",1940,"Books"
11514,"Regular","occasional",12638,"Electronics"
11515,"Gold","occasional",6869,"Food"
11516,"Regular","rare",2800,"Electronics"
11517,"Silver","rare",7947,"Electronics"
11518,"Silver","frequent",12128,"Clothing"
11519,"Regular","occasional",5072,"Electronics"
11520,"Regular","frequent",12934,"Health"
11521,"Regular","frequent",5107,"Food"
11522,"Regular","occasional",9658,"Clothing"
11523,"Regular","rare",8291,"Electronics"
11524,"Regular","occasional",9933,"Books"
11525,"Silver","rare",13395,"Electronics"
11526,"Regular","occasional",7471,"Electronics"
11527,"Silver","occasional",1787,"Health"
11528,"Silver","occasional",15372,"Home"
11529,"Regular","rare",5719,"Electronics"
11530,"Regular","rare",14370,"Beauty"
11531,"Silver","frequent",13454,"Food"
11532,"Silver","rare",12697,"Electronics"
11533,"Regular","rare",5461,"Electronics"
11534,"Regular","frequent",9016,"Electronics"
11535,"Silver","occasional",4986,"Health"
11536,"Regular","rare",11987,"Health"
11537,"Gold","frequent",2157,"Food"
11538,"Silver","rare",7016,"Food"
11539,"Regular","occasional",8852,"Clothing"
11540,"Regular","rare",8104,"Clothing"
11541,"Regular","frequent",14439,"Electronics"
11542,"Regular","frequent",8880,"Food"
11543,"Gold","frequent",16197,"Books"
11544,"Regular","rare",8790,"Electronics"
11545,"Regular","rare",3293,"Food"
11546,"Regular","occasional",4137,"Clothing"
11547,"Silver","frequent",17378,"Books"
11548,"Regular","frequent",12595,"Food"
11549,"Regular","occasional",10727,"Food"
11550,"Gold","rare",4545,"Food"
11551,"Regular","rare",16786,"Food"
11552,"Silver","occasional",5026,"Clothing"
11553,"Regular","rare",11719,"Electronics"
11554,"Regular","rare",2502,"Clothing"
11555,"Regular","frequent",10399,"Clothing"
11556,"Regular","rare",7171,"Health"
11557,"Regular","occasional",9270,"Health"
11558,"Regular","occasional",10334,"Clothing"
11559,"Regular","rare",6944,"Electronics"
11560,"Regular","occasional",5862,"Clothing"
11561,"Silver","occasional",7428,"Electronics"
11562,"Regular","frequent",18174,"Books"
11563,"Regular","occasional",3927,"Books"
11564,"Regular","frequent",7159,"Books"
11565,"Regular","occasional",17155,"Food"
11566,"Regular","frequent",16776,"Electronics"
11567,"Regular","frequent",12600,"Books"
11568,"Silver","frequent",8799,"Electronics"
11569,"Regular","rare",3790,"Food"
11570,"Regular","frequent",12542,"Clothing"
11571,"Regular","rare",11383,"Home"
11572,"Silver","occasional",12102,"Food"
11573,"Silver","rare",3738,"Electronics"
11574,"Silver","rare",15112,"Books"
11575,"Regular","frequent",5602,"Electronics"
11576,"Regular","rare",10543,"Health"
11577,"Silver","occasional",11916,"Books"
11578,"Regular","occasional",10248,"Food"
11579,"Silver","rare",3385,"Food"
11580,"Silver","occasional",6025,"Books"
11581,"Regular","occasional",13332,"Health"
11582,"Regular","rare",4655,"Electronics"
11583,"Regular","frequent",4592,"Health"
11584,"Silver","rare",7858,"Books"
11585,"Silver","rare",13865,"Clothing"
11586,"Silver","occasional",8809,"Books"
11587,"Regular","occasional",13380,"Electronics"
11588,"Silver","rare",9780,"Electronics"
11589,"Regular","frequent",9158,"Electronics"
11590,"Regular","frequent",2437,"Beauty"
11591,"Silver","rare",2619,"Health"
11592,"Regular","occasional",6051,"Electronics"
11593,"Regular","frequent",4478,"Clothing"
11594,"Silver","occasional",16254,"Books"
11595,"Regular","frequent",8627,"Clothing"
11596,"Regular","occasional",8643,"Health"
11597,"Gold","frequent",20966,"Food"
11598,"Regular","frequent",17504,"Food"
11599,"Regular","frequent",10803,"Electronics"
11600,"Regular","occasional",15337,"Electronics"
11601,"Silver","frequent",12405,"Electronics"
11602,"Gold","rare",11768,"Electronics"
11603,"Silver","frequent",14550,"Beauty"
11604,"Regular","frequent",17364,"Books"
11605,"Silver","occasional",2704,"Health"
11606,"Regular","occasional",3127,"Beauty"
11607,"Gold","rare",6996,"Clothing"
11608,"Silver","rare",9008,"Electronics"
11609,"Silver","rare",14407,"Clothing"
11610,"Silver","rare",4196,"Clothing"
11611,"Silver","rare",4273,"Clothing"
11612,"Silver","rare",9230,"Books"
11613,"Silver","frequent",17005,"Clothing"
11614,"Silver","rare",7004,"Food"
11615,"Silver","frequent",11489,"Health"
11616,"Silver","occasional",10406,"Clothing"
11617,"Regular","frequent",10043,"Books"
11618,"Silver","rare",7919,"Electronics"
11619,"Silver","rare",15896,"Electronics"
11620,"Silver","rare",13945,"Food"
11621,"Silver","frequent",5682,"Books"
11622,"Silver","frequent",4637,"Books"
11623,"Silver","rare",5275,"Books"
11624,"Silver","occasional",6084,"Health"
11625,"Regular","rare",2330,"Electronics"
11626,"Regular","occasional",11302,"Electronics"
11627,"Gold","rare",4035,"Books"
11628,"Regular","frequent",7940,"Food"
11629,"Regular","occasional",9667,"Clothing"
11630,"Silver","frequent",13143,"Clothing"
11631,"Regular","frequent",13185,"Electronics"
11632,"Silver","rare",16163,"Electronics"
11633,"Regular","frequent",15852,"Clothing"
11634,"Regular","rare",12507,"Clothing"
11635,"Regular","rare",10265,"Clothing"
11636,"Regular","frequent",18064,"Clothing"
11637,"Regular","rare",8247,"Food"
11638,"Silver","occasional",8544,"Clothing"
11639,"Regular","rare",10898,"Clothing"
11640,"Regular","rare",1691,"Clothing"
11641,"Regular","rare",15582,"Clothing"
11642,"Regular","frequent",16686,"Food"
11643,"Silver","frequent",7041,"Electronics"
11644,"Silver","rare",5274,"Clothing"
11645,"Gold","rare",7461,"Food"
11646,"Regular","rare",3669,"Food"
11647,"Regular","occasional",9528,"Beauty"
11648,"Silver","frequent",15196,"Food"
11649,"Regular","rare",14730,"Beauty"
11650,"Regular","occasional",6290,"Electronics"
11651,"Silver","occasional",7954,"Beauty"
11652,"Regular","rare",8596,"Electronics"
11653,"Silver","rare",16633,"Electronics"
11654,"Regular","rare",3142,"Electronics"
11655,"Regular","occasional",6492,"Books"
11656,"Silver","rare",15117,"Home"
11657,"Regular","occasional",3440,"Health"
11658,"Silver","rare",13028,"Clothing"
11659,"Regular","rare",19040,"Electronics"
11660,"Regular","rare",2022,"Health"
11661,"Regular","occasional",17350,"Health"
11662,"Silver","frequent",3518,"Food"
11663,"Regular","occasional",18668,"Health"
11664,"Regular","occasional",11924,"Food"
11665,"Regular","occasional",16860,"Electronics"
11666,"Regular","rare",15508,"Clothing"
11667,"Regular","rare",15858,"Clothing"
11668,"Regular","frequent",3457,"Clothing"
11669,"Regular","frequent",4833,"Books"
11670,"Regular","frequent",5577,"Electronics"
11671,"Regular","rare",9007,"Clothing"
11672,"Regular","frequent",5634,"Beauty"
11673,"Regular","rare",3013,"Electronics"
11674,"Silver","rare",14064,"Food"
11675,"Gold","rare",14548,"Food"
11676,"Silver","occasional",3571,"Food"
11677,"Regular","occasional",3161,"Electronics"
11678,"Regular","rare",11703,"Electronics"
11679,"Silver","rare",4199,"Electronics"
11680,"Regular","rare",11380,"Electronics"
11681,"Regular","rare",2605,"Electronics"
11682,"Regular","rare",2490,"Electronics"
11683,"Regular","frequent",5678,"Books"
11684,"Regular","rare",19401,"Food"
11685,"Regular","rare",14388,"Food"
11686,"Regular","occasional",5310,"Electronics"
11687,"Regular","occasional",10319,"Books"
11688,"Regular","rare",12914,"Food"
11689,"Silver","rare",1856,"Food"
11690,"Regular","occasional",5451,"Clothing"
11691,"Silver","frequent",10485,"Electronics"
11692,"Regular","frequent",2802,"Books"
11693,"Silver","occasional",10874,"Health"
11694,"Gold","rare",10016,"Electronics"
11695,"Regular","occasional",8410,"Clothing"
11696,"Silver","frequent",8855,"Clothing"
11697,"Silver","occasional",5079,"Home"
11698,"Regular","rare",14231,"Clothing"
11699,"Regular","rare",14388,"Electronics"
11700,"Silver","rare",10446,"Electronics"
11701,"Regular","occasional",15935,"Clothing"
11702,"Regular","rare",17286,"Books"
11703,"Regular","frequent",7093,"Home"
11704,"Regular","rare",2378,"Beauty"
11705,"Regular","occasional",13116,"Books"
11706,"Gold","rare",5788,"Books"
11707,"Regular","rare",14937,"Electronics"
11708,"Regular","occasional",2091,"Electronics"
11709,"Silver","rare",4662,"Electronics"
11710,"Regular","frequent",7332,"Home"
11711,"Regular","rare",17162,"Electronics"
11712,"Regular","rare",10912,"Books"
11713,"Regular","occasional",14853,"Books"
11714,"Regular","rare",10212,"Health"
11715,"Silver","rare",8550,"Clothing"
11716,"Regular","rare",6984,"Food"
11717,"Silver","rare",3095,"Electronics"
11718,"Regular","frequent",18193,"Books"
11719,"Silver","rare",16990,"Home"
11720,"Regular","rare",13510,"Books"
11721,"Regular","frequent",16340,"Food"
11722,"Regular","rare",6399,"Electronics"
11723,"Regular","rare",12268,"Electronics"
11724,"Silver","rare",7254,"Clothing"
11725,"Regular","occasional",1852,"Home"
11726,"Regular","occasional",5586,"Health"
11727,"Regular","occasional",16678,"Books"
11728,"Regular","frequent",3797,"Health"
11729,"Silver","rare",15527,"Clothing"
11730,"Silver","rare",2572,"Food"
11731,"Regular","rare",4328,"Beauty"
11732,"Regular","frequent",6183,"Health"
11733,"Gold","rare",15050,"Electronics"
11734,"Gold","rare",5541,"Home"
11735,"Regular","rare",8335,"Food"
11736,"Regular","occasional",6472,"Food"
11737,"Regular","occasional",6994,"Home"
11738,"Silver","rare",10800,"Food"
11739,"Regular","frequent",5930,"Books"
11740,"Regular","rare",3899,"Electronics"
